id,created_at,updated_at,deleted_at,order_id,prod_not_exist_order_id,manufacture_dept_id,target_quantity,actual_quantity,complete_percent
416,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,2146.0,,5,352.00,0.00,0.00
417,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,1386.0,,6,38.00,0.00,0.00
418,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,1387.0,,6,262.00,0.00,0.00
419,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,1388.0,,6,119.00,0.00,0.00
420,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,1390.0,,6,17.00,40.00,235.29
421,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,688.0,,7,353.00,530.00,150.14
422,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,692.0,,7,5.00,56.00,1120.00
423,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,1398.0,,8,440.00,280.00,63.64
424,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,1456.0,,9,389.00,300.00,77.12
425,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,,49.0,9,48.00,19.00,39.58
426,2022-11-22 03:00:00+00:00,2022-12-05 16:17:01+00:00,,1393.0,,10,440.00,360.00,81.82
427,2022-11-22 03:00:00+00:00,2022-12-05 16:17:02+00:00,,,61.0,11,360.00,0.00,0.00
428,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,2051.0,,5,475.00,0.00,0.00
429,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,2054.0,,5,183.00,100.00,54.64
430,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,2096.0,,5,79.00,19.00,24.05
431,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,2132.0,,5,220.00,99.00,45.00
432,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,2146.0,,5,363.00,0.00,0.00
433,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,2149.0,,5,96.00,0.00,0.00
434,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,2200.0,,5,50.00,0.00,0.00
435,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,,62.0,5,290.00,0.00,0.00
436,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,1387.0,,6,6.00,0.00,0.00
437,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,1390.0,,6,434.00,0.00,0.00
438,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,688.0,,7,359.00,0.00,0.00
439,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,692.0,,7,1.00,5.00,500.00
440,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,1398.0,,8,440.00,286.00,65.00
441,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,1456.0,,9,440.00,410.00,93.18
442,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,1393.0,,10,265.00,189.00,71.32
443,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,1392.0,,10,174.00,245.00,140.80
444,2022-11-23 03:00:00+00:00,2022-12-05 16:17:06+00:00,,,61.0,11,360.00,0.00,0.00
445,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,2032.0,,5,77.00,0.00,0.00
446,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,2051.0,,5,176.00,5.00,2.84
447,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,2169.0,,5,678.00,680.00,100.29
448,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,2200.0,,5,801.00,80.00,9.99
449,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,1390.0,,6,440.00,407.00,92.50
450,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,688.0,,7,360.00,0.00,0.00
451,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,1398.0,,8,440.00,0.00,0.00
452,2022-11-24 03:00:00+00:00,2022-12-05 16:17:09+00:00,,1456.0,,9,440.00,0.00,0.00
453,2022-11-24 03:00:00+00:00,2022-11-24 03:00:00+00:00,,1392.0,,10,,,
454,2022-11-24 03:00:00+00:00,2022-11-24 03:00:00+00:00,,,61.0,11,,,
455,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,2032.0,,5,79.00,0.00,0.00
456,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,2033.0,,5,283.00,50.00,17.67
457,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,2051.0,,5,151.00,115.00,76.16
458,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,2169.0,,5,394.00,0.00,0.00
459,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,2225.0,,5,172.00,105.00,61.05
460,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,2226.0,,5,345.00,152.00,44.06
461,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,2228.0,,5,330.00,217.00,65.76
462,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,1390.0,,6,357.00,300.00,84.03
463,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,1391.0,,6,83.00,122.00,146.99
464,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,688.0,,7,360.00,0.00,0.00
465,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,1398.0,,8,59.00,35.00,59.32
466,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,1399.0,,8,378.00,297.00,78.57
467,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,1455.0,,9,338.00,394.00,116.57
468,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,1456.0,,9,97.00,106.00,109.28
469,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,1392.0,,10,600.00,0.00,0.00
470,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,,63.0,11,0.00,0.00,0.00
471,2022-11-25 03:00:00+00:00,2022-12-05 16:17:14+00:00,,,61.0,11,68.00,0.00,0.00
472,2022-11-25 03:00:00+00:00,2022-11-25 03:00:00+00:00,,,64.0,11,,,
473,2022-11-25 03:00:00+00:00,2022-11-25 03:00:00+00:00,,,65.0,11,,,
474,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,2140.0,,5,379.00,33.00,8.71
475,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,2139.0,,5,64.00,50.00,78.13
476,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,2169.0,,5,880.00,0.00,0.00
477,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,2225.0,,5,336.00,147.00,43.75
478,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,2227.0,,5,94.00,102.00,108.51
479,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,2228.0,,5,2.00,35.00,1750.00
480,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,1390.0,,6,7.00,71.00,1014.29
481,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,1391.0,,6,431.00,359.00,83.29
482,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,688.0,,7,360.00,570.00,158.33
483,2022-11-26 03:00:00+00:00,2022-12-05 16:17:19+00:00,,1399.0,,8,440.00,334.00,75.91
484,2022-11-26 03:00:00+00:00,2022-12-05 16:17:20+00:00,,1455.0,,9,351.00,162.00,46.15
485,2022-11-26 03:00:00+00:00,2022-12-05 16:17:20+00:00,,,49.0,9,82.00,234.00,285.37
486,2022-11-26 03:00:00+00:00,2022-12-05 16:17:20+00:00,,1393.0,,10,300.00,0.00,0.00
487,2022-11-26 03:00:00+00:00,2022-12-05 16:17:20+00:00,,1392.0,,10,300.00,0.00,0.00
488,2022-11-26 03:00:00+00:00,2022-12-05 16:17:20+00:00,,,65.0,11,105.00,30.00,28.57
489,2022-11-26 03:00:00+00:00,2022-12-05 16:17:20+00:00,,,66.0,11,160.00,30.00,18.75
490,2022-11-27 03:00:00+00:00,2022-12-05 16:17:22+00:00,,2140.0,,5,880.00,0.00,0.00
491,2022-11-27 03:00:00+00:00,2022-12-05 16:17:22+00:00,,2169.0,,5,880.00,0.00,0.00
492,2022-11-27 03:00:00+00:00,2022-12-05 16:17:23+00:00,,1390.0,,6,440.00,0.00,0.00
493,2022-11-27 03:00:00+00:00,2022-12-05 16:17:23+00:00,,688.0,,7,360.00,0.00,0.00
494,2022-11-27 03:00:00+00:00,2022-12-05 16:17:23+00:00,,1399.0,,8,440.00,0.00,0.00
495,2022-11-27 03:00:00+00:00,2022-12-05 16:17:23+00:00,,,49.0,9,416.00,0.00,0.00
496,2022-11-27 03:00:00+00:00,2022-12-05 16:17:23+00:00,,1393.0,,10,600.00,0.00,0.00
497,2022-11-27 03:00:00+00:00,2022-12-05 16:17:23+00:00,,,65.0,11,264.00,0.00,0.00
498,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,2140.0,,5,880.00,0.00,0.00
499,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,2169.0,,5,880.00,1023.00,116.25
500,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,1390.0,,6,3.00,0.00,0.00
501,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,1391.0,,6,436.00,400.00,91.74
502,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,688.0,,7,360.00,382.00,106.11
503,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,1399.0,,8,440.00,338.00,76.82
504,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,,49.0,9,416.00,400.00,96.15
505,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,1393.0,,10,600.00,460.00,76.67
506,2022-11-28 03:00:00+00:00,2022-12-05 16:17:26+00:00,,,65.0,11,264.00,0.00,0.00
507,2022-11-29 03:00:00+00:00,2022-12-05 16:17:29+00:00,,2140.0,,5,363.00,0.00,0.00
508,2022-11-29 03:00:00+00:00,2022-12-05 16:17:29+00:00,,2169.0,,5,880.00,626.00,71.14
509,2022-11-29 03:00:00+00:00,2022-12-05 16:17:29+00:00,,2231.0,,5,277.00,100.00,36.10
510,2022-11-29 03:00:00+00:00,2022-12-05 16:17:29+00:00,,2273.0,,5,238.00,240.00,100.84
511,2022-11-29 03:00:00+00:00,2022-12-05 16:17:29+00:00,,1386.0,,6,0.00,12.00,0.00
512,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,1387.0,,6,2.00,0.00,0.00
513,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,1390.0,,6,0.00,0.00,0.00
514,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,1391.0,,6,436.00,0.00,0.00
515,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,1674.0,,7,242.00,0.00,0.00
516,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,688.0,,7,107.00,0.00,0.00
517,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,692.0,,7,348.00,0.00,0.00
518,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,1399.0,,8,440.00,0.00,0.00
519,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,,49.0,9,416.00,0.00,0.00
520,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,1393.0,,10,600.00,0.00,0.00
521,2022-11-29 03:00:00+00:00,2022-12-05 16:17:30+00:00,,,65.0,11,264.00,0.00,0.00
522,2022-11-30 03:00:00+00:00,2022-12-05 16:17:34+00:00,,2169.0,,5,745.00,14.00,1.88
523,2022-11-30 03:00:00+00:00,2022-12-05 16:17:34+00:00,,2174.0,,5,244.00,450.00,184.43
524,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,2273.0,,5,155.00,9.00,5.81
525,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,2274.0,,5,284.00,101.00,35.56
526,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,2275.0,,5,324.00,251.00,77.47
527,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1387.0,,6,5.00,0.00,0.00
528,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1388.0,,6,6.00,53.00,883.33
529,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1389.0,,6,0.00,12.00,0.00
530,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1391.0,,6,427.00,269.00,63.00
531,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1673.0,,7,191.00,0.00,0.00
532,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1674.0,,7,151.00,0.00,0.00
533,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1398.0,,8,0.00,0.00,0.00
534,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1399.0,,8,439.00,0.00,0.00
535,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,,49.0,9,416.00,0.00,0.00
536,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1393.0,,10,595.00,0.00,0.00
537,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,1392.0,,10,3.00,123.00,4100.00
538,2022-11-30 03:00:00+00:00,2022-12-05 16:17:35+00:00,,,65.0,11,264.00,0.00,0.00
539,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,2169.0,,5,880.00,50.00,5.68
540,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,2174.0,,5,435.00,150.00,34.48
541,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,2175.0,,5,444.00,574.00,129.28
542,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,1391.0,,6,55.00,0.00,0.00
543,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,1350.0,,6,768.00,460.00,59.90
544,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,1673.0,,7,2.00,101.00,5050.00
545,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,1674.0,,7,339.00,147.00,43.36
546,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,1398.0,,8,0.00,15.00,0.00
547,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,1399.0,,8,438.00,344.00,78.54
548,2022-12-01 03:00:00+00:00,2022-12-05 16:17:39+00:00,,,49.0,9,416.00,0.00,0.00
549,2022-12-01 03:00:00+00:00,2022-12-01 03:00:00+00:00,,1393.0,,10,,,
550,2022-12-01 03:00:00+00:00,2022-12-01 03:00:00+00:00,,,65.0,11,,,
551,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,2169.0,,5,523.00,65.00,12.43
552,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,2173.0,,5,33.00,100.00,303.03
553,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,2175.0,,5,421.00,2.00,0.48
554,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,2220.0,,5,224.00,70.00,31.25
555,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,2251.0,,5,321.00,249.00,77.57
556,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,2267.0,,5,231.00,256.00,110.82
557,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,1350.0,,6,880.00,550.00,62.50
558,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,1673.0,,7,9.00,40.00,444.44
559,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,1674.0,,7,334.00,324.00,97.01
560,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,1399.0,,8,48.00,0.00,0.00
561,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,,67.0,8,392.00,0.00,0.00
562,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,1455.0,,9,0.00,0.00,0.00
563,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,1456.0,,9,0.00,0.00,0.00
564,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,,49.0,9,414.00,0.00,0.00
565,2022-12-02 03:00:00+00:00,2022-12-05 16:17:44+00:00,,1393.0,,10,447.00,0.00,0.00
566,2022-12-02 03:00:00+00:00,2022-12-05 16:17:45+00:00,,1392.0,,10,151.00,0.00,0.00
567,2022-12-02 03:00:00+00:00,2022-12-05 16:17:45+00:00,,,65.0,11,264.00,0.00,0.00
568,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,2173.0,,5,715.00,479.00,66.99
569,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,2175.0,,5,11.00,24.00,218.18
570,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,2220.0,,5,634.00,21.00,3.31
571,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,2224.0,,5,0.00,50.00,0.00
572,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,2265.0,,5,163.00,145.00,88.96
573,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,1350.0,,6,436.00,225.00,51.61
574,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,1355.0,,6,440.00,350.00,79.55
575,2022-12-03 03:00:00+00:00,2022-12-05 16:17:48+00:00,,1673.0,,7,1.00,22.00,2200.00
576,2022-12-03 03:00:00+00:00,2022-12-05 16:17:49+00:00,,1674.0,,7,342.00,0.00,0.00
577,2022-12-03 03:00:00+00:00,2022-12-05 16:17:49+00:00,,,67.0,8,440.00,0.00,0.00
578,2022-12-03 03:00:00+00:00,2022-12-03 03:00:00+00:00,,1455.0,,9,,,
579,2022-12-03 03:00:00+00:00,2022-12-03 03:00:00+00:00,,,49.0,9,,,
580,2022-12-03 03:00:00+00:00,2022-12-03 03:00:00+00:00,,1392.0,,10,,,
581,2022-12-03 03:00:00+00:00,2022-12-03 03:00:00+00:00,,,65.0,11,,,
582,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,1759.0,,5,147.00,0.00,0.00
583,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,2173.0,,5,6.00,0.00,0.00
584,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,2224.0,,5,0.00,10.00,0.00
585,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,2250.0,,5,595.00,223.00,37.48
586,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,2252.0,,5,132.00,0.00,0.00
587,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,2265.0,,5,523.00,111.00,21.22
588,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,2266.0,,5,215.00,256.00,119.07
589,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,1352.0,,6,251.00,113.00,45.02
590,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,1355.0,,6,629.00,303.00,48.17
591,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,1343.0,,7,497.00,325.00,65.39
592,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,1674.0,,7,144.00,44.00,30.56
593,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,688.0,,7,3.00,14.00,466.67
594,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,,67.0,8,440.00,364.00,82.73
595,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,,49.0,9,416.00,0.00,0.00
596,2022-12-04 03:00:00+00:00,2022-12-05 16:17:54+00:00,,1392.0,,10,600.00,690.00,115.00
597,2022-12-04 03:00:00+00:00,2022-12-04 03:00:00+00:00,,,65.0,11,,,
598,2022-12-05 17:00:01+00:00,2022-12-05 22:00:09+00:00,,1759.0,,5,147.00,103.00,70.07
599,2022-12-05 17:00:02+00:00,2022-12-05 22:00:09+00:00,,2173.0,,5,6.00,0.00,0.00
600,2022-12-05 17:00:02+00:00,2022-12-05 22:00:09+00:00,,2224.0,,5,0.00,10.00,0.00
601,2022-12-05 17:00:02+00:00,2022-12-05 22:00:09+00:00,,2250.0,,5,595.00,223.00,37.48
602,2022-12-05 17:00:02+00:00,2022-12-05 22:00:09+00:00,,2252.0,,5,132.00,223.00,168.94
603,2022-12-05 17:00:02+00:00,2022-12-05 22:00:09+00:00,,2265.0,,5,523.00,111.00,21.22
604,2022-12-05 17:00:02+00:00,2022-12-05 22:00:09+00:00,,2266.0,,5,215.00,256.00,119.07
605,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,1352.0,,6,251.00,113.00,45.02
606,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,1355.0,,6,629.00,303.00,48.17
607,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,1343.0,,7,497.00,325.00,65.39
608,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,1674.0,,7,144.00,44.00,30.56
609,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,688.0,,7,3.00,14.00,466.67
610,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,,67.0,8,440.00,364.00,82.73
611,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,,49.0,9,416.00,406.00,97.60
612,2022-12-05 17:00:03+00:00,2022-12-05 22:00:09+00:00,,1392.0,,10,600.00,690.00,115.00
613,2022-12-05 17:00:04+00:00,2022-12-05 22:00:09+00:00,,,65.0,11,264.00,0.00,0.00
614,2022-12-06 07:00:03+00:00,2022-12-06 07:00:03+00:00,,1759.0,,5,,,
615,2022-12-06 07:00:04+00:00,2022-12-06 07:00:04+00:00,,2173.0,,5,,,
616,2022-12-06 07:00:04+00:00,2022-12-06 07:00:04+00:00,,1352.0,,6,,,
617,2022-12-06 07:00:04+00:00,2022-12-06 07:00:04+00:00,,1343.0,,7,,,
618,2022-12-06 07:00:04+00:00,2022-12-06 07:00:04+00:00,,,67.0,8,,,
619,2022-12-06 07:00:04+00:00,2022-12-06 07:00:04+00:00,,,49.0,9,,,
620,2022-12-06 07:00:04+00:00,2022-12-06 07:00:04+00:00,,1392.0,,10,,,
621,2022-12-06 07:00:04+00:00,2022-12-06 07:00:04+00:00,,,65.0,11,,,
622,2022-12-06 08:00:02+00:00,2022-12-06 08:00:02+00:00,,2252.0,,5,,,
623,2022-12-06 09:00:03+00:00,2022-12-06 09:00:03+00:00,,2253.0,,5,,,
